AGI	Tissue
AT1G22630	14_day_old_seedling
AT2G26830	14_day_old_seedling
AT4G03960	14_day_old_seedling
AT2G28600	14_day_old_seedling
AT2G38180	14_day_old_seedling
AT4G25830	14_day_old_seedling
AT5G65870	14_day_old_seedling
AT4G37020	14_day_old_seedling
AT4G20140	14_day_old_seedling
AT2G30020	14_day_old_seedling
AT2G20400	14_day_old_seedling
AT5G65530	14_day_old_seedling
AT1G65490	14_day_old_seedling
AT5G62910	14_day_old_seedling
AT2G03670	14_day_old_seedling
AT1G51340	14_day_old_seedling
AT5G57250	14_day_old_seedling
AT2G44760	14_day_old_seedling
AT5G03720	14_day_old_seedling
AT2G46290	14_day_old_seedling
AT5G03905	14_day_old_seedling
AT1G64530	14_day_old_seedling
AT3G21260	14_day_old_seedling
AT2G28350	14_day_old_seedling
AT2G03690	14_day_old_seedling
AT1G01725	14_day_old_seedling
AT5G41920	14_day_old_seedling
AT3G09710	14_day_old_seedling
AT5G62560	14_day_old_seedling
AT1G12450	14_day_old_seedling
AT3G52420	14_day_old_seedling
AT1G34150	14_day_old_seedling
AT1G54260	14_day_old_seedling
AT5G04770	14_day_old_seedling
AT1G20140	14_day_old_seedling
AT1G22990	14_day_old_seedling
AT3G12300	14_day_old_seedling
AT3G59220	14_day_old_seedling
AT1G73970	14_day_old_seedling
AT4G01580	14_day_old_seedling
AT1G28250	14_day_old_seedling
AT5G22390	14_day_old_seedling
AT5G56930	14_day_old_seedling
AT1G22140	14_day_old_seedling
AT1G15470	14_day_old_seedling
AT1G16280	14_day_old_seedling
AT5G52900	14_day_old_seedling
AT5G58000	14_day_old_seedling
AT5G19740	14_day_old_seedling
AT1G04130	14_day_old_seedling
AT5G16505	14_day_old_seedling
AT3G17840	14_day_old_seedling
AT2G01830	14_day_old_seedling
AT3G53880	14_day_old_seedling
AT2G43260	14_day_old_seedling
AT3G50350	14_day_old_seedling
AT2G40530	14_day_old_seedling
AT3G11100	14_day_old_seedling
AT5G23395	14_day_old_seedling
AT5G04110	14_day_old_seedling
AT5G15870	14_day_old_seedling
AT1G23800	14_day_old_seedling
AT1G65510	14_day_old_seedling
AT2G16090	14_day_old_seedling
AT4G22550	14_day_old_seedling
AT3G10730	14_day_old_seedling
AT3G01400	14_day_old_seedling
AT2G01400	14_day_old_seedling
AT3G12380	14_day_old_seedling
AT1G12330	14_day_old_seedling
AT4G14790	14_day_old_seedling
AT4G16008	14_day_old_seedling
AT1G18600	14_day_old_seedling
AT1G26945	14_day_old_seedling
AT1G79160	14_day_old_seedling
AT2G47620	14_day_old_seedling
AT1G07200	14_day_old_seedling
AT1G67550	14_day_old_seedling
AT3G59980	14_day_old_seedling
AT4G21270	14_day_old_seedling
AT1G51580	14_day_old_seedling
AT1G80890	14_day_old_seedling
AT2G02740	14_day_old_seedling
AT5G05110	14_day_old_seedling
AT1G11600	14_day_old_seedling
AT3G23470	14_day_old_seedling
AT4G19140	14_day_old_seedling
AT1G51740	14_day_old_seedling
AT2G14045	14_day_old_seedling
AT4G06676	14_day_old_seedling
AT1G22790	14_day_old_seedling
AT2G41705	14_day_old_seedling
AT4G32690	14_day_old_seedling
AT5G47070	14_day_old_seedling
AT5G55820	14_day_old_seedling
AT4G35740	14_day_old_seedling
AT1G79460	14_day_old_seedling
AT3G44970	14_day_old_seedling
AT1G68070	14_day_old_seedling
AT1G61590	14_day_old_seedling
AT3G19480	14_day_old_seedling
AT1G18690	14_day_old_seedling
AT2G42240	14_day_old_seedling
AT5G28040	14_day_old_seedling
AT1G13460	14_day_old_seedling
AT4G24090	14_day_old_seedling
AT1G43800	14_day_old_seedling
AT3G25570	14_day_old_seedling
AT1G25470	14_day_old_seedling
AT5G65207	14_day_old_seedling
AT1G74800	14_day_old_seedling
AT1G18850	14_day_old_seedling
AT4G24790	14_day_old_seedling
AT3G56120	14_day_old_seedling
AT3G48310	14_day_old_seedling
AT4G37790	14_day_old_seedling
AT2G46610	14_day_old_seedling
AT4G30520	14_day_old_seedling
AT4G20760	14_day_old_seedling
AT3G53380	14_day_old_seedling
AT5G14570	14_day_old_seedling
AT5G54100	14_day_old_seedling
AT2G30550	14_day_old_seedling
AT4G14190	14_day_old_seedling
AT2G23170	14_day_old_seedling
AT5G58550	14_day_old_seedling
AT2G35330	14_day_old_seedling
AT5G02490	14_day_old_seedling
AT4G19045	14_day_old_seedling
AT1G53200	14_day_old_seedling
AT4G09640	14_day_old_seedling
AT3G15356	14_day_old_seedling
AT1G74780	14_day_old_seedling
AT5G01015	14_day_old_seedling
AT4G32710	14_day_old_seedling
AT3G22950	14_day_old_seedling
AT5G65683	14_day_old_seedling
AT2G19590	14_day_old_seedling
AT1G45332	14_day_old_seedling
AT4G19540	14_day_old_seedling
AT5G61040	14_day_old_seedling
AT3G60200	14_day_old_seedling
AT3G52480	14_day_old_seedling
AT1G60610	14_day_old_seedling
AT4G26500	14_day_old_seedling
AT2G32650	14_day_old_seedling
AT2G32930	14_day_old_seedling
AT5G49800	14_day_old_seedling
AT3G46560	14_day_old_seedling
AT3G61650	14_day_old_seedling
AT3G13160	14_day_old_seedling
AT3G09030	14_day_old_seedling
AT1G72200	14_day_old_seedling
AT5G62620	14_day_old_seedling
AT5G67630	14_day_old_seedling
AT3G17470	14_day_old_seedling
AT1G08280	14_day_old_seedling
AT5G23330	14_day_old_seedling
AT2G01860	14_day_old_seedling
AT5G24750	14_day_old_seedling
AT3G55140	14_day_old_seedling
AT5G58030	14_day_old_seedling
AT4G17650	14_day_old_seedling
AT1G26570	14_day_old_seedling
AT4G01750	14_day_old_seedling
AT4G14750	14_day_old_seedling
AT1G77350	14_day_old_seedling
AT5G05850	14_day_old_seedling
AT5G35753	14_day_old_seedling
AT4G20840	14_day_old_seedling
AT2G04570	14_day_old_seedling
AT1G31360	14_day_old_seedling
AT1G15800	14_day_old_seedling
AT5G50970	14_day_old_seedling
AT5G08350	14_day_old_seedling
AT5G51980	14_day_old_seedling
AT5G17930	14_day_old_seedling
AT4G29780	14_day_old_seedling
AT4G27435	14_day_old_seedling
AT2G26680	14_day_old_seedling
AT5G47610	14_day_old_seedling
AT2G46380	14_day_old_seedling
AT4G26310	14_day_old_seedling
AT1G58025	14_day_old_seedling
AT5G45760	14_day_old_seedling
AT2G45430	14_day_old_seedling
AT2G01610	14_day_old_seedling
AT3G56210	14_day_old_seedling
AT4G39620	14_day_old_seedling
AT5G06240	14_day_old_seedling
AT1G67620	14_day_old_seedling
AT2G36220	14_day_old_seedling
AT3G29375	14_day_old_seedling
AT1G04010	14_day_old_seedling
AT4G03240	14_day_old_seedling
AT5G19200	14_day_old_seedling
AT1G72730	14_day_old_seedling
AT2G32590	14_day_old_seedling
AT1G79620	14_day_old_seedling
AT2G17870	14_day_old_seedling
AT5G50280	14_day_old_seedling
AT4G09550	14_day_old_seedling
AT5G58210	14_day_old_seedling
AT5G47680	14_day_old_seedling
AT1G17665	14_day_old_seedling
AT3G49080	14_day_old_seedling
AT3G17350	14_day_old_seedling
AT4G14600	14_day_old_seedling
AT3G12270	14_day_old_seedling
AT3G44730	14_day_old_seedling
AT2G16700	14_day_old_seedling
AT2G22740	14_day_old_seedling
AT2G01120	14_day_old_seedling
AT2G29200	14_day_old_seedling
AT1G17190	14_day_old_seedling
AT5G39960	14_day_old_seedling
AT1G80370	14_day_old_seedling
AT5G06560	14_day_old_seedling
AT5G46900	14_day_old_seedling
AT4G15570	14_day_old_seedling
AT2G13610	14_day_old_seedling
AT1G14340	14_day_old_seedling
AT3G53680	14_day_old_seedling
AT5G16690	14_day_old_seedling
AT5G48920	14_day_old_seedling
AT3G06250	14_day_old_seedling
AT4G21350	14_day_old_seedling
AT3G57190	14_day_old_seedling
AT4G20110	14_day_old_seedling
AT5G47080	14_day_old_seedling
AT1G17410	14_day_old_seedling
AT2G37035	14_day_old_seedling
AT5G43280	14_day_old_seedling
AT4G14096	14_day_old_seedling
AT1G10990	14_day_old_seedling
AT1G54440	14_day_old_seedling
AT1G77000	14_day_old_seedling
AT5G39940	14_day_old_seedling
AT1G08770	14_day_old_seedling
AT2G25710	14_day_old_seedling
AT2G24490	14_day_old_seedling
AT2G30250	14_day_old_seedling
AT2G47010	14_day_old_seedling
AT5G37475	14_day_old_seedling
AT1G02330	14_day_old_seedling
AT4G09720	14_day_old_seedling
AT4G15620	14_day_old_seedling
AT1G15910	14_day_old_seedling
AT4G25120	14_day_old_seedling
AT1G01210	14_day_old_seedling
AT2G18850	14_day_old_seedling
AT5G48640	14_day_old_seedling
AT5G13870	14_day_old_seedling
AT3G11240	14_day_old_seedling
AT4G16970	14_day_old_seedling
AT3G55530	14_day_old_seedling
AT1G75420	14_day_old_seedling
AT4G27730	14_day_old_seedling
AT5G53590	14_day_old_seedling
AT1G50460	14_day_old_seedling
AT2G40300	14_day_old_seedling
AT1G24147	14_day_old_seedling
AT5G60590	14_day_old_seedling
AT2G39710	14_day_old_seedling
AT5G08640	14_day_old_seedling
AT3G18870	14_day_old_seedling
AT5G14090	14_day_old_seedling
AT4G32175	14_day_old_seedling
AT3G22760	14_day_old_seedling
AT1G60525	14_day_old_seedling
AT1G68310	14_day_old_seedling
AT3G60310	14_day_old_seedling
AT2G26970	14_day_old_seedling
AT5G66820	14_day_old_seedling
AT1G76040	14_day_old_seedling
AT1G76440	14_day_old_seedling
AT4G31460	14_day_old_seedling
AT1G14370	14_day_old_seedling
AT2G21590	14_day_old_seedling
AT4G22000	14_day_old_seedling
AT1G67060	14_day_old_seedling
AT5G14580	14_day_old_seedling
AT3G08620	14_day_old_seedling
AT1G72680	14_day_old_seedling
AT5G05710	14_day_old_seedling
AT1G19450	14_day_old_seedling
AT3G24010	14_day_old_seedling
AT3G44940	14_day_old_seedling
AT3G56410	14_day_old_seedling
AT4G13100	14_day_old_seedling
AT3G14130	14_day_old_seedling
AT4G23050	14_day_old_seedling
AT4G34131	14_day_old_seedling
AT5G64360	14_day_old_seedling
AT5G49840	14_day_old_seedling
AT1G03190	14_day_old_seedling
AT4G36945	14_day_old_seedling
AT1G29330	14_day_old_seedling
AT5G27490	14_day_old_seedling
AT1G15480	14_day_old_seedling
AT5G50110	14_day_old_seedling
AT3G12965	14_day_old_seedling
AT5G65830	14_day_old_seedling
AT1G63360	14_day_old_seedling
AT2G47790	14_day_old_seedling
AT2G40750	14_day_old_seedling
AT2G43530	14_day_old_seedling
AT4G25835	14_day_old_seedling
AT4G29610	14_day_old_seedling
AT3G03680	14_day_old_seedling
AT3G22260	14_day_old_seedling
AT4G10925	14_day_old_seedling
AT1G08500	14_day_old_seedling
AT1G04800	14_day_old_seedling
AT1G48360	14_day_old_seedling
AT1G80690	14_day_old_seedling
AT3G61610	14_day_old_seedling
AT3G23805	14_day_old_seedling
AT4G34680	14_day_old_seedling
AT2G35710	14_day_old_seedling
AT3G58720	14_day_old_seedling
AT1G78130	14_day_old_seedling
AT1G22040	14_day_old_seedling
AT2G20100	14_day_old_seedling
AT2G34650	14_day_old_seedling
AT1G66250	14_day_old_seedling
AT3G55120	14_day_old_seedling
AT2G22310	14_day_old_seedling
AT1G61040	14_day_old_seedling
AT5G48910	14_day_old_seedling
AT3G50060	14_day_old_seedling
AT1G29500	14_day_old_seedling
AT3G22060	14_day_old_seedling
AT5G18750	14_day_old_seedling
AT5G26980	14_day_old_seedling
AT5G40280	14_day_old_seedling
AT3G11550	14_day_old_seedling
AT1G35516	14_day_old_seedling
AT5G56420	14_day_old_seedling
AT5G58310	14_day_old_seedling
AT5G21010	14_day_old_seedling
AT2G29490	14_day_old_seedling
AT1G16680	14_day_old_seedling
AT1G71830	14_day_old_seedling
AT5G16000	14_day_old_seedling
AT2G17710	14_day_old_seedling
AT2G37460	14_day_old_seedling
AT1G28050	14_day_old_seedling
AT4G27780	14_day_old_seedling
AT2G30720	14_day_old_seedling
AT1G73650	14_day_old_seedling
AT4G19030	14_day_old_seedling
AT2G39380	14_day_old_seedling
AT5G10370	14_day_old_seedling
AT4G26600	14_day_old_seedling
AT4G21410	14_day_old_seedling
AT4G21585	14_day_old_seedling
AT3G44530	14_day_old_seedling
AT1G34200	14_day_old_seedling
AT3G45210	14_day_old_seedling
AT5G58575	14_day_old_seedling
AT4G15020	14_day_old_seedling
AT2G26355	14_day_old_seedling
AT3G49810	14_day_old_seedling
AT3G21400	14_day_old_seedling
AT4G36410	14_day_old_seedling
AT4G37320	14_day_old_seedling
AT2G36080	14_day_old_seedling
AT1G72050	14_day_old_seedling
AT4G15520	14_day_old_seedling
AT1G50575	14_day_old_seedling
AT3G62820	14_day_old_seedling
AT3G18960	14_day_old_seedling
AT4G36840	14_day_old_seedling
AT1G68410	14_day_old_seedling
AT4G24660	14_day_old_seedling
AT1G23970	14_day_old_seedling
AT3G03305	14_day_old_seedling
AT1G74330	14_day_old_seedling
AT3G16410	14_day_old_seedling
AT2G16780	14_day_old_seedling
AT2G16460	14_day_old_seedling
AT3G59670	14_day_old_seedling
AT4G37100	14_day_old_seedling
AT2G20410	14_day_old_seedling
AT4G17750	14_day_old_seedling
AT2G17880	14_day_old_seedling
AT4G38170	14_day_old_seedling
AT1G29240	14_day_old_seedling
AT2G27150	14_day_old_seedling
AT5G37790	14_day_old_seedling
AT3G19240	14_day_old_seedling
AT2G26710	14_day_old_seedling
AT1G66090	14_day_old_seedling
AT5G56550	14_day_old_seedling
AT2G43850	14_day_old_seedling
AT3G09370	14_day_old_seedling
AT1G52825	14_day_old_seedling
AT1G74430	14_day_old_seedling
AT2G35930	14_day_old_seedling
AT1G22520	14_day_old_seedling
AT3G15260	14_day_old_seedling
AT4G34560	14_day_old_seedling
AT1G30090	14_day_old_seedling
AT1G73150	14_day_old_seedling
AT2G42570	14_day_old_seedling
AT4G01450	14_day_old_seedling
AT3G15140	14_day_old_seedling
AT3G07060	14_day_old_seedling
AT3G50920	14_day_old_seedling
AT1G31170	14_day_old_seedling
AT5G43740	14_day_old_seedling
AT1G20410	14_day_old_seedling
AT1G14330	14_day_old_seedling
AT3G05000	14_day_old_seedling
AT3G42630	14_day_old_seedling
AT5G40440	14_day_old_seedling
AT5G17070	14_day_old_seedling
AT3G27030	14_day_old_seedling
AT2G22870	14_day_old_seedling
AT1G06370	14_day_old_seedling
AT2G31680	14_day_old_seedling
AT5G66005	14_day_old_seedling
AT5G37350	14_day_old_seedling
AT5G52230	14_day_old_seedling
AT2G13650	14_day_old_seedling
AT4G22730	14_day_old_seedling
AT3G07030	14_day_old_seedling
AT3G61620	14_day_old_seedling
AT1G05300	14_day_old_seedling
AT2G46510	14_day_old_seedling
AT5G12190	14_day_old_seedling
AT5G39860	14_day_old_seedling
AT4G27070	14_day_old_seedling
AT3G04820	14_day_old_seedling
AT1G52070	14_day_old_seedling
AT4G38730	14_day_old_seedling
AT4G17060	14_day_old_seedling
AT2G45200	14_day_old_seedling
AT4G33890	14_day_old_seedling
AT2G24640	14_day_old_seedling
AT4G36520	14_day_old_seedling
AT1G67440	14_day_old_seedling
AT3G03880	14_day_old_seedling
AT5G52200	14_day_old_seedling
AT5G57090	14_day_old_seedling
AT2G25560	14_day_old_seedling
AT3G08800	14_day_old_seedling
AT3G10190	14_day_old_seedling
AT1G16780	14_day_old_seedling
AT5G63630	14_day_old_seedling
AT1G74180	14_day_old_seedling
AT1G78990	14_day_old_seedling
AT5G08110	14_day_old_seedling
AT5G58700	14_day_old_seedling
AT3G01450	14_day_old_seedling
AT5G52030	14_day_old_seedling
AT5G59400	14_day_old_seedling
AT1G27050	14_day_old_seedling
AT5G40330	14_day_old_seedling
AT4G04955	14_day_old_seedling
AT2G41020	14_day_old_seedling
AT1G07820	14_day_old_seedling
AT1G04390	14_day_old_seedling
AT5G15700	14_day_old_seedling
AT3G49725	14_day_old_seedling
AT1G52910	14_day_old_seedling
AT2G29525	14_day_old_seedling
AT3G28930	14_day_old_seedling
AT3G42660	14_day_old_seedling
AT3G20780	14_day_old_seedling
AT3G55420	14_day_old_seedling
AT3G07190	14_day_old_seedling
AT5G19950	14_day_old_seedling
AT3G25700	14_day_old_seedling
AT1G14890	14_day_old_seedling
AT3G53230	14_day_old_seedling
AT1G22170	14_day_old_seedling
AT4G17010	14_day_old_seedling
AT4G02900	14_day_old_seedling
AT3G59140	14_day_old_seedling
AT1G01420	14_day_old_seedling
AT1G14120	14_day_old_seedling
AT5G10630	14_day_old_seedling
AT5G08660	14_day_old_seedling
AT3G05200	14_day_old_seedling
AT5G22820	14_day_old_seedling
AT3G47600	14_day_old_seedling
AT3G18640	14_day_old_seedling
AT5G16240	14_day_old_seedling
AT3G59640	14_day_old_seedling
AT5G12170	14_day_old_seedling
AT5G61190	14_day_old_seedling
AT1G16540	14_day_old_seedling
AT5G66280	14_day_old_seedling
AT2G29750	14_day_old_seedling
AT5G22690	14_day_old_seedling
AT3G11210	14_day_old_seedling
AT5G65400	14_day_old_seedling
AT5G50100	14_day_old_seedling
AT5G28640	14_day_old_seedling
AT2G46735	14_day_old_seedling
AT2G28110	14_day_old_seedling
AT1G01020	14_day_old_seedling
AT5G11640	14_day_old_seedling
AT5G05190	14_day_old_seedling
AT5G58370	14_day_old_seedling
AT3G17740	14_day_old_seedling
AT4G30350	14_day_old_seedling
AT4G08310	14_day_old_seedling
AT1G57620	14_day_old_seedling
AT2G18240	14_day_old_seedling
AT1G09700	14_day_old_seedling
AT3G51480	14_day_old_seedling
AT1G60960	14_day_old_seedling
AT5G38060	14_day_old_seedling
AT5G37720	14_day_old_seedling
AT5G57410	14_day_old_seedling
AT5G39850	14_day_old_seedling
AT1G54380	14_day_old_seedling
AT1G75120	14_day_old_seedling
AT2G30540	14_day_old_seedling
AT4G37110	14_day_old_seedling
AT5G63760	14_day_old_seedling
AT5G06750	14_day_old_seedling
AT3G46200	14_day_old_seedling
AT5G24090	14_day_old_seedling
AT5G17690	14_day_old_seedling
AT1G63750	14_day_old_seedling
AT2G17280	14_day_old_seedling
AT1G62610	14_day_old_seedling
AT3G02875	14_day_old_seedling
AT5G24340	14_day_old_seedling
AT1G03365	14_day_old_seedling
AT2G39420	14_day_old_seedling
AT4G26795	14_day_old_seedling
AT1G29220	14_day_old_seedling
AT2G43130	14_day_old_seedling
AT5G54670	14_day_old_seedling
AT2G29995	14_day_old_seedling
AT2G33390	14_day_old_seedling
AT4G16515	14_day_old_seedling
AT3G02770	14_day_old_seedling
AT2G25640	14_day_old_seedling
AT2G33810	14_day_old_seedling
AT1G19240	14_day_old_seedling
AT5G51350	14_day_old_seedling
AT1G76405	14_day_old_seedling
AT5G27240	14_day_old_seedling
AT4G12010	14_day_old_seedling
AT1G17180	14_day_old_seedling
AT3G51720	14_day_old_seedling
AT3G49360	14_day_old_seedling
AT5G20220	14_day_old_seedling
AT4G03100	14_day_old_seedling
AT5G40610	14_day_old_seedling
AT3G16100	14_day_old_seedling
AT4G36790	14_day_old_seedling
AT2G01410	14_day_old_seedling
AT3G63390	14_day_old_seedling
AT3G46870	14_day_old_seedling
AT4G13970	14_day_old_seedling
AT1G32240	14_day_old_seedling
AT4G28640	14_day_old_seedling
AT3G48860	14_day_old_seedling
AT4G09140	14_day_old_seedling
AT2G32840	14_day_old_seedling
AT4G35560	14_day_old_seedling
AT1G51390	14_day_old_seedling
AT2G24260	14_day_old_seedling
AT4G14000	14_day_old_seedling
AT5G56790	14_day_old_seedling
AT4G31940	14_day_old_seedling
AT5G01930	14_day_old_seedling
AT4G26455	14_day_old_seedling
AT4G39570	14_day_old_seedling
AT4G32210	14_day_old_seedling
AT3G22530	14_day_old_seedling
AT4G35410	14_day_old_seedling
AT1G11410	14_day_old_seedling
AT1G56090	14_day_old_seedling
AT4G09520	14_day_old_seedling
AT5G09450	14_day_old_seedling
AT4G21600	14_day_old_seedling
AT2G36305	14_day_old_seedling
AT2G41350	14_day_old_seedling
AT1G65560	14_day_old_seedling
AT1G33520	14_day_old_seedling
AT5G24290	14_day_old_seedling
AT5G54860	14_day_old_seedling
AT4G18580	14_day_old_seedling
AT3G44820	14_day_old_seedling
AT3G54250	14_day_old_seedling
AT1G61820	14_day_old_seedling
AT3G28760	14_day_old_seedling
AT5G47800	14_day_old_seedling
AT3G52905	14_day_old_seedling
AT5G51050	14_day_old_seedling
AT3G05290	14_day_old_seedling
AT5G04860	14_day_old_seedling
AT1G17050	14_day_old_seedling
AT2G17900	14_day_old_seedling
AT5G56120	14_day_old_seedling
AT5G59560	14_day_old_seedling
AT5G17300	14_day_old_seedling
AT3G09455	14_day_old_seedling
AT3G14610	14_day_old_seedling
AT3G63420	14_day_old_seedling
AT5G13220	14_day_old_seedling
AT3G49050	14_day_old_seedling
AT3G03590	14_day_old_seedling
AT5G06620	14_day_old_seedling
AT1G55820	14_day_old_seedling
AT3G20240	14_day_old_seedling
AT4G14630	14_day_old_seedling
AT4G06534	14_day_old_seedling
AT1G13750	14_day_old_seedling
AT5G63590	14_day_old_seedling
AT2G13290	14_day_old_seedling
AT3G57965	14_day_old_seedling
AT2G46980	14_day_old_seedling
AT2G41480	14_day_old_seedling
AT3G03030	14_day_old_seedling
AT4G09490	14_day_old_seedling
AT1G20370	14_day_old_seedling
AT4G34960	14_day_old_seedling
AT3G13430	14_day_old_seedling
AT3G29035	14_day_old_seedling
AT3G21820	14_day_old_seedling
